effectName,shortDesc,fullDesc,activeDesc,TEST,indexNum,displayNum,player,accessible,inclusion,exemplarTheme,school,duration,rarity,component,inspiration,specFunc,Lite 120,Exemplar Inclusion,D#,Category,Scope,isAbjuration,isChronomancy,isConjuration,isDivination,isEnchantment,isEvocation,isIllusion,isNecromancy,isTransmutation,Cycle
"Yay, Tourach!",Each opponent discards two cards at random.,,,DIFF,86,086,duel,TRUE,"lite, exemplar, custom",main,Abjuration,Instant,common,,,,x,y,255,Cards,Opponent,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Basics
"Meh, Tourach",You and target opponent each discard two cards at random.,,,DIFF,87,087,duel,TRUE,"lite, exemplar, custom",main,Abjuration,Instant,common,,,,x,y,094,Cards,"Player, Opponent",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Basics
"Boo, Tourach",Discard two cards at random,,,DIFF,88,088,duel,TRUE,"lite, exemplar, custom",main,Abjuration,Instant,common,,,,x,y,065,Cards,Player,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Basics
Rainbow Vale,"Until the end of your turn, your lands produce any colour of mana when tapped.",,,DIFF,89,089,duel,TRUE,"exemplar, custom",main,Transmutation,Turn,uncommon,,,,,y,027,Cards,Player,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Basics
Clone,Choose a target nontoken creature. Put a token copy of that creature into play under your control.,,,DIFF,90,090,duel,TRUE,"exemplar, custom",main,Conjuration,Instant,common,,,,,y,133,Token,Player,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Science
Enhanced Mitosis,Choose a target nontoken creature. Put two token copies of that creature into play under your control.,,,DIFF,91,091,duel,TRUE,"lite, custom",,Conjuration,Instant,uncommon,,,,x,,135,Token,Player,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Science
Reverse,Reverse the direction of play.,,Reverse the direction of play.,DIFF,92,092,multi,TRUE,"lite, exemplar, custom",main,Transmutation,Ongoing,uncommon,,,,x,y,064,Meta,All,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Uno
Skip,Skip the next player's turn.,,,DIFF,93,093,multi,TRUE,"exemplar, custom",main,Chronomancy,Instant,uncommon,,,,,y,194,Meta,Opponent,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Uno
Draw Two,Draw two cards.,,,DIFF,94,094,duel,TRUE,"lite, exemplar, custom",main,Divination,Instant,common,,,,x,y,344,Cards,Player,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uno
Draw Four,Draw four cards.,,,DIFF,95,095,duel,TRUE,"lite, exemplar, custom",main,Divination,Instant,common,,,,x,y,278,Cards,Player,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uno
Uno,All players discard down to one card.,,,DIFF,96,096,duel,TRUE,"exemplar, custom",main,Abjuration,Instant,uncommon,,,,,y,093,Cards,All,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Uno
Solo Feldon,Shuffle your graveyard into your library.,,,DIFF,97,097,duel,TRUE,custom,,Necromancy,Instant,uncommon,,,,,,289,Cards,Player,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Basics
Feldon Mania,All players shuffle their graveyards into their libraries.,,,DIFF,98,098,duel,TRUE,"lite, exemplar, custom",main,Necromancy,Instant,rare,,,,x,y,395,Cards,All,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Basics
Leng,Skip your discard phase.,,,DIFF,99,099,duel,TRUE,"lite, exemplar, custom",main,Chronomancy,Instant,common,,,,x,y,295,Meta,Player,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Basics
Call of the Reaper,"All players lose half their current life, rounded down.",,,DIFF,100,100,duel,TRUE,"exemplar, custom",main,Necromancy,Instant,uncommon,,,,,y,149,Damage,All,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Basics
Bargain Shopping,"Until the end of your turn, the casting cost of spells you control is reduced by infinite colorless mana. Only pay the coloured mana cost.",,,DIFF,101,101,duel,TRUE,custom,,Evocation,Turn,rare,,,,,,077,Meta,Player,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Shop'n'Swap
Mulligan,All players discard their hands and draw seven cards.,,,DIFF,102,102,duel,TRUE,"lite, exemplar, custom",main,"Abjuration, Divination",Instant,uncommon,,,,x,y,294,Cards,All,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Basics
Forced Topdecking,Target player discards their hand.,,,DIFF,103,103,duel,TRUE,custom,,Abjuration,Instant,uncommon,,,,,,013,Cards,Target Player,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Basics
Nuclear Launch Detected,<z-rb>Destroy a random color.</z-rb>,,,DIFF,104,104,duel,TRUE,custom,,Evocation,Instant,rare,,,,,,130,Destruction,All,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Nukes
Swapped at Birth,Put a Fae counter on each of up to five target creatures. Creatures with Fae counters have changeling.,,,DIFF,105,105,duel,TRUE,custom,,Transmutation,Instant,uncommon,,,,,,227,Buff,Player,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,References
Kindred Nuke,Choose a creature type. Destroy all creatures of the chosen type.,,,DIFF,106,106,duel,TRUE,"lite, exemplar, custom",badthings,Evocation,Instant,uncommon,,,,x,x,157,Destruction,All,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Nukes
Dark Harvest,"Each player may exile a creature from their graveyard. If they do, they gain life equal to the exiled creature's toughness.",,,DIFF,107,107,duel,TRUE,"lite, exemplar, custom",main,Necromancy,Instant,common,,,,x,y,397,Life,All,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Basics
We're Ba-ack!,Each player places all exiled cards they own on the bottom of their library in any order.,,,DIFF,108,108,duel,TRUE,custom,,"Necromancy, Illusion",Instant,common,,,,,,354,Cards,All,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,References
EMP,Destroy all artifacts.,,,DIFF,109,109,duel,TRUE,"exemplar, custom",badthings,Evocation,Instant,rare,,,,,x,078,Destruction,All,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Nukes
Alphabet Nuke,Choose a letter. Destroy all nonland permanents with a name beginning with that letter.,,,DIFF,110,110,duel,TRUE,"exemplar, custom",badthings,Evocation,Instant,uncommon,,,,,x,141,Destruction,All,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Nukes
Mana Nuke,Pick a number. Destroy all nonland permanents with a converted mana cost equal to that number.,,,DIFF,111,111,duel,TRUE,"exemplar, custom",badthings,Evocation,Instant,uncommon,,,,,x,322,Destruction,All,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Nukes
Oddly Specific Nuke,Name a nonland card. Destroy all copies of the named card in play.,,,DIFF,112,112,duel,TRUE,"exemplar, custom",badthings,Evocation,Instant,common,,,,,x,349,Destruction,All,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Nukes
Emerald Enhancement,All green creatures gain +2/+1 and trample until end of turn.,,,DIFF,113,113,duel,TRUE,"lite, exemplar, custom",main,Transmutation,Instant,uncommon,,,,x,y,265,Buff,All,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Buffs
Crimson Fury,All red creatures gain +1/+1 and double strike until end of turn.,,,DIFF,114,114,duel,TRUE,"lite, exemplar, custom",main,Transmutation,Instant,uncommon,,,,x,y,266,Buff,All,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Buffs
Sun-Bleached Armour,All white creatures gain +1/+2 and vigilance until end of turn.,,,DIFF,115,115,duel,TRUE,"lite, exemplar, custom",main,Transmutation,Instant,uncommon,,,,x,y,267,Buff,All,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Buffs
Call of the Skies,All blue creatures gain +1/+1 and flying until end of turn.,,,DIFF,116,116,duel,TRUE,"lite, exemplar, custom",main,Transmutation,Instant,uncommon,,,,x,y,268,Buff,All,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Buffs
Dark Potency,All black creatures gain +1/+1 and lifelink until end of turn.,,,DIFF,117,117,duel,TRUE,"lite, exemplar, custom",main,Transmutation,Instant,uncommon,,,,x,y,269,Buff,All,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Buffs
Get Buff,Players Vote: Pushups or Situps.<ul><li>Pushups: All players do as many pushups as they can in 30 seconds.</li><li>Situps/tie: All players do as many situps as they can in 30 seconds. Each player gains 2 life for each rep they did.</li><ul>,,,VOTE,118,118,duel,FALSE,custom,,"Enchantment, Necromancy",Instant,rare,,,,,y,270,Wacky,All,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Buffs
Assassin's Creed,Destroy target tapped creature.,,,DIFF,119,119,duel,TRUE,custom,,Evocation,Instant,common,,,,,,071,Destruction,Player,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Basics
Living Lands,All lands become 2/2 creatures in addition to being lands until end of turn.,,,DIFF,120,120,duel,TRUE,"lite, exemplar, custom",main,Transmutation,Turn,common,,,,x,y,287,Cards,All,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Basics
Black Vase,"Each player loses 1 life for each cup, glass, or other liquid container on the table.",,,DIFF,121,121,duel,TRUE,"lite, exemplar, custom",main,Necromancy,Instant,uncommon,,,,x,y,235,Damage,All,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Puns
Nordstrom's Rack,Each player loses 1 life for each item of clothing they are wearing.,,,DIFF,122,122,duel,TRUE,"lite, exemplar, custom",main,Necromancy,Instant,uncommon,,,,x,y,236,Damage,All,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Puns
Lockdown,Tap three target creatures. These creatures do not untap during their controller's next untap step.,,,DIFF,123,123,duel,TRUE,custom,,Enchantment,Instant,common,,,,,,323,Cards,Player,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Basics
Emerald Djinn,"Flip a coin.<z-fc></z-fc><ul><li>If you win the flip, create two Elephants.</li><li>If you lose the flip, lose 3 life.</li></ul>","Flip a coin.<z-fc></z-fc><ul><li>If you win the flip, create two 3/3 green Elephant creature tokens.</li><li>If you lose the flip, lose 3 life.</li></ul>",,Flip,124,124,duel,TRUE,custom,,Conjuration,Instant,uncommon,2x Elephant,,,,,034,Token,Player,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Djinns
Ruby Djinn,"Flip a coin.<z-fc></z-fc><ul><li>If you win the flip, deal 3 damage to each of two target creatures, planeswalkers, or players.</li><li>If you lose the flip, lose 3 life.</li></ul>",,,Flip,125,125,duel,TRUE,custom,,Evocation,Instant,uncommon,,,,,,082,Damage,Player,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Djinns
Ivory Djinn,"Flip a coin.<z-fc></z-fc><ul><li>If you win the flip, choose up to three target creatures you control and put two +1/+1 counters on each of those creatures.</li><li>If you lose the flip, lose 3 life.</li></ul>",,,Flip,126,126,duel,TRUE,custom,,Transmutation,Instant,uncommon,,,,,,362,Buff,Player,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Djinns
Sapphire Djinn,"Flip a coin.<z-fc></z-fc><ul><li>If you win the flip, return two target permanents you control and three target permanents you don't control to their owners' hands.</li><li>If you lose the flip, lose 3 life.</li></ul>",,,Flip,127,127,duel,TRUE,custom,,Abjuration,Instant,uncommon,,,,,,018,Cards,Player,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Djinns
Onyx Djinn,"Flip a coin.<z-fc></z-fc><ul><li>If you win the flip, choose up to three target creatures you don't control and put two -1/-1 counters on each of those creatures.</li><li>If you lose the flip, lose 3 life.</li></ul>",,,Flip,128,128,duel,TRUE,custom,,Transmutation,Instant,uncommon,,,,,,159,Buff,Player,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Djinns
Dingus Round,"Until the start of your next turn, Whenever a land is destroyed, its controller loses 2 life.",,"Whenever a land is destroyed, its controller loses 2 life.",DIFF,129,129,duel,TRUE,"exemplar, custom",main,Evocation,Round,uncommon,Reminder,,,,y,162,Damage,All,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Rounders
Mirari Round,"Until the start of your next turn: All creatures you control gain +1/+1. Whenever you tap a land for mana, add one mana to your mana pool of any type that land produced. Whenever you cast an instant or sorcery spell, you may pay <z-is>3</z-is>. If you do, copy that spell. You may choose new targets for the copy.",,"Creatures [controllingPlayer] controls gain +1/+1. Whenever [controllingPlayer] taps a land for mana, they add one mana to their mana pool of any type that land produced. Whenever [controllingPlayer] casts an instant or sorcery spell, they may pay <z-is>3</z-is>. If they do, they copy that spell. They may choose new targets for the copy.",DIFF,130,130,duel,TRUE,custom,,"Transmutation, Evocation, Illusion",Round,rare,Reminder,,,,,163,Buff,Player,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Rounders
Barbs Round,"Until the start of your next turn, whenever a player taps a land for mana, they lose one life.",,"Whenever a player taps a land for mana, they lose one life.",DIFF,131,131,duel,TRUE,"exemplar, custom",main,Evocation,Round,uncommon,Reminder,,,,y,164,Damage,All,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Rounders
Telepathy Round,"Until the start of your next turn, all players play with their hands and the top card of their library revealed.",,Players play with their hands and the top card of their library revealed.,DIFF,132,132,duel,TRUE,"exemplar, custom",main,Divination,Round,uncommon,Reminder,,,,y,165,Meta,All,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Rounders
Flare Round,"Until the start of your next turn, whenever a player taps a land for mana, that player adds one mana of any type that land produced.",,"Whenever a player taps a land for mana, that player adds one mana of any type that land produced.",DIFF,133,133,duel,TRUE,"exemplar, custom",main,Evocation,Round,uncommon,Reminder,,,,y,166,Mana,All,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Rounders
Another Round,"Target player may refill your drink. If they do not, they lose 6 life. If you do not have a drink, slake your thirst for knowledge and draw three cards instead.",,,DIFF,134,134,duel,TRUE,custom,,"Enchantment, Divination",Instant,common,,,,,,167,Wacky,"Player, Opponent",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Rounders
Theatre in the Round,"Until the start of your next turn, as an additional cost to cast a spell, the controller of that spell must read any flavour text on the card aloud in an overly dramatic voice. If there is no flavour text, they must perform a short, seated interpretive dance of the card's name.",,"As an additional cost to cast a spell, the controller of that spell must read any flavour text on the card aloud in an overly dramatic voice. If there is no flavour text, they must perform a short, seated interpretive dance of the card's name.",DIFF,135,135,duel,TRUE,"exemplar, custom",main,Enchantment,Round,rare,Reminder,,,,y,168,Wacky,All,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Rounders
Zerg Rush,SPECIAL EFFECT,Each player rolls <z-rb>2d6</z-rb> and creates that many 1/1 colourless Zergling creature tokens with haste.,,DIFF,136,136,duel,TRUE,"exemplar, custom",tokenizer,Conjuration,Instant,uncommon,9x Zergling,,TRUE,,t,015,Token,All,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,References
Switzerland,"If no sources you control deal damage this turn, until the start of your next turn you cannot be the target of attacks and all damage that would be dealt to you is reduced to 0.",,[controllingPlayer] cannot be the target of attacks and all damage that would be dealt to [controllingPlayer] is reduced to 0.,DIFF,137,137,duel,TRUE,"exemplar, custom",main,Abjuration,Round,uncommon,Reminder,,,,y,260,Wacky,Player,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Armour
Micro-Shahrazad,Play a best of three Rock-Paper-Scissors match against target opponent. Loser loses half their current life (rounded down). Tie break with a coin flip.,,,DIFF,138,138,duel,TRUE,custom,,"Enchantment, Necromancy",Instant,uncommon,,,,,,271,Meta,"Player, Opponent",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,References
Micro-Karn,"Shuffle all cards in exile into their owner's library. Exile all cards in hand, graveyard and play. Each player draws seven cards.",,,DIFF,139,139,duel,TRUE,custom,,"Transmutation, Necromancy, Divination",Instant,rare,,,,,,132,Cards,All,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,References
So Done With This,Players Vote: Whatever or Persist.<ul><li>Whatever: You win the game.</li><li>Persist/tie: The game continues. Players who voted Persist lose 2 life.</li><ul>,,,vote,140,140,multi,TRUE,custom,,Chronomancy,Instant,uncommon,,,,,,192,Vote,All,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Democracy
Blood Tutor,"You may pay 2 life. If you do, search your library for a card and put it in your hand, then shuffle your library.",,,DIFF,141,141,duel,TRUE,"exemplar, custom",university,Divination,Instant,common,,,,,f,182,Tutor,Player,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Tudors
Archeology Tutor,"You may sacrifice a land. If you do, search your library for a card and put it in your hand, then shuffle your library.",,,DIFF,142,142,duel,TRUE,"exemplar, custom",university,Divination,Instant,common,,,,,f,282,Tutor,Player,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Tudors
Surgical Tutor,"You may sacrifice a creature. If you do, search your library for a card and put it in your hand, then shuffle your library.",,,DIFF,143,143,duel,TRUE,"exemplar, custom",university,Divination,Instant,common,,,,,f,273,Tutor,Player,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Tudors
Tinker Tutor,"You may sacrifice an artifact. If you do, search your library for a card and put it in your hand, then shuffle your library.",,,DIFF,144,144,duel,TRUE,"exemplar, custom",university,Divination,Instant,common,,,,,f,170,Tutor,Player,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Tudors
OG Tutor,"You may search your library for a card and put it in your hand. If you do, shuffle your library.",,,DIFF,145,145,duel,TRUE,"exemplar, custom",university,Divination,Instant,uncommon,,,,,f,292,Tutor,Player,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Tudors
Fancy Tutor,"You may search your library for a foil card, reveal it, and put it in your hand. If you do, shuffle your library.",,,DIFF,146,146,duel,TRUE,"exemplar, custom",university,Divination,Instant,uncommon,,,,,f,313,Tutor,Player,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Tudors
TUTOR ALL THE THINGS!,"You may search your library for up to one each of a creature, artifact, enchantment, land, sorcery, and instant, reveal them, and put them in your hand. If you do, shuffle your library.",,,DIFF,147,147,duel,TRUE,"lite, exemplar, custom",university,Divination,Instant,rare,,,,x,f,036,Tutor,Player,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Tudors
Rocking Out,"You may sing the chorus from a song. If you do, create two Rocs. If you do not, each opponent creates a Roc.","You may sing the chorus from a song. If you do, create two 3/3 red Roc creature tokens with flying. If you do not, each opponent creates a 3/3 red Roc creature token with flying.",,DIFF,148,148,duel,TRUE,"exemplar, custom",tokenizer,Conjuration,Instant,rare,6x Roc,,,,y,340,Token,All,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Party
Phyrexian Braingeyser,"You may pay X life. If you do, draw X+1 cards.",,,DIFF,149,149,duel,TRUE,"exemplar, custom",complexity,"Necromancy, Divination",Instant,uncommon,,,,,c,355,Cards,Player,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Phyrexia
Soul Siphon,Each opponent loses 2 life. You gain life equal to the life lost from this effect.,,,DIFF,150,150,duel,TRUE,"lite, exemplar, custom",main,Necromancy,Instant,common,,,,x,y,193,Damage,All,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Basics
Seeker of Storms,Each player loses 1 life for every card in their hand.,,,DIFF,151,151,duel,TRUE,"exemplar, custom",main,Evocation,Instant,common,,,,,y,230,Damage,All,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Basics
C-C-C-C-COMBO BREAKER,You get a Big Red Button emblem.,"You get a Big Red Button emblem with ""Empty all players' mana pools, each player sacrifices all nonland permanents, sacrifice this emblem: Until end of turn, if a player would gain life they lose that much life instead.""",,DIFF,152,152,duel,TRUE,custom,,Evocation,Instant,rare,Big Red Button,,,,,202,Meta,Player,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Dammit Joe
Thopter Brigade,Create 1d8 Thopters.,Create <z-rb>1d8</z-rb> 0/1 colourless Thopter artifact creature tokens with flying.,,DIFF,153,153,duel,TRUE,"exemplar, custom",tokenizer,Conjuration,Instant,uncommon,8x Thopter,,,,t,233,Token,Player,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Brigades
